order_id,order_date,customer_id,product_id,quantity,unit_price,order_status,sales_person,channel
O001015,2025-12-17,C0069,P1009,15,677.51,已完成,张伟,经销
O001016,2025-08-26,C0106,P1012,37,350.81,已完成,王强,老客户复购
O001017,2025-10-22,C0037,P1011,5,479.99,已完成,陈敏,老客户复购
O001018,2025-02-11,C0098,P1008,34,714.48,已完成,李娜,展会线索
O001019,2025-04-16,C0037,P1009,41,630.93,已完成,赵磊,展会线索
O001020,2025-04-20,C0099,P1015,62,78.74,已完成,张伟,老客户复购
O001021,2025-04-15,C0054,P1003,10,1664.25,已完成,赵磊,老客户复购
O001022,2025-05-06,C0031,P1007,16,908.07,已完成,张伟,展会线索
O001023,2025-06-14,C0005,P1009,24,708.37,已完成,王强,老客户复购
O001024,2025-10-13,C0058,P1001,11,819.14,已完成,王强,老客户复购
O001025,2025-05-12,C0086,P1003,2,1601.86,已完成,赵磊,经销
O001026,2025-02-04,C0105,P1007,1,1018.51,已完成,赵磊,展会线索
O001027,2025-11-21,C0036,P1008,43,738.16,已完成,刘洋,经销
O001028,2025-04-15,C0023,P1014,18,37.95,已完成,刘洋,展会线索
O001029,2025-03-11,C0009,P1016,71,103.48,退货,王强,展会线索
O001030,2025-12-01,C0033,P1004,4,714.55,已完成,刘洋,直销
O001031,2025-04-14,C0021,P1001,10,722.02,已完成,赵磊,经销
O001032,2025-03-06,C0073,P1004,10,706.62,已完成,刘洋,经销
O001033,2025-02-02,C0066,P1013,22,168.76,已完成,刘洋,展会线索
O001034,2025-08-29,C0032,P1016,118,91.75,已完成,刘洋,老客户复购
O001035,2025-05-19,C0076,P1005,17,1328.92,已完成,李娜,经销
O001036,2025-11-11,C0023,P1002,17,989.77,已完成,陈敏,经销
O001037,2025-05-12,C0065,P1015,12,77.39,已完成,刘洋,经销
O001038,2025-02-12,C0094,P1012,4,351.59,已取消,王强,直销
O001039,2025-01-01,C0050,P1015,22,82.19,已完成,李娜,老客户复购
O001040,2025-11-21,C0021,P1005,11,1423.72,已完成,王强,老客户复购
O001041,2025-11-09,C0087,P1011,32,513.68,已完成,王强,展会线索
O001042,2025-03-09,C0062,P1006,4,2374.17,已完成,陈敏,直销
O001043,2025-06-28,C0003,P1005,11,1467.52,已完成,赵磊,直销
O001044,2025-07-18,C0010,P1014,28,36.79,已完成,李娜,直销
O001045,2025-02-16,C0048,P1003,16,1458.98,已完成,陈敏,老客户复购
O001046,2025-10-14,C0075,P1005,8,1408.38,已完成,李娜,经销
O001047,2025-06-17,C0085,P1001,1,766.76,退货,王强,展会线索
O001048,2025-05-18,C0001,P1015,21,81.97,退货,陈敏,经销
O001049,2025-09-10,C0062,P1007,15,959.21,已完成,刘洋,经销
O001050,2025-04-14,C0001,P1004,8,675.97,已完成,陈敏,老客户复购
O001051,2025-12-08,C0030,P1012,11,371.08,已完成,李娜,老客户复购
O001052,2025-05-19,C0113,P1010,13,584.75,已完成,张伟,展会线索
O001053,2025-12-24,C0050,P1015,100,80.85,已完成,李娜,经销
O001054,2025-07-24,C0080,P1005,9,1462.61,已完成,张伟,经销
O001055,2025-11-29,C0062,P1002,17,934.81,已完成,刘洋,展会线索
O001056,2025-09-23,C0092,P1004,9,729.45,已完成,陈敏,展会线索
O001057,2025-12-18,C0036,P1013,15,173.62,已完成,赵磊,经销
O001058,2025-07-28,C0058,P1006,3,2399.47,已完成,张伟,老客户复购
O001059,2025-02-28,C0082,P1011,35,488.61,已完成,赵磊,经销
O001060,2025-04-02,C0017,P1013,35,175.79,已完成,张伟,经销
O001061,2025-08-22,C0074,P1001,12,783.33,已完成,王强,老客户复购
O001062,2025-03-29,C0006,P1003,1,1571.09,已完成,陈敏,老客户复购
O001063,2025-12-09,C0106,P1001,8,690.92,已完成,张伟,老客户复购
O001064,2025-09-28,C0043,P1011,16,475.33,已取消,陈敏,老客户复购
O001065,2025-01-10,C0043,P1009,29,666.21,已完成,刘洋,经销
O001066,2025-03-24,C0044,P1005,3,1480.7,已完成,陈敏,老客户复购
O001067,2025-05-11,C0002,P1003,2,1411.28,已完成,李娜,展会线索
O001068,2025-01-13,C0011,P1005,17,1397.26,已完成,李娜,经销
O001069,2025-05-21,C0074,P1007,11,1051.09,已完成,张伟,经销
O001070,2025-08-31,C0081,P1004,9,690.45,已完成,刘洋,直销
O001071,2025-04-04,C0056,P1008,22,706.73,已完成,刘洋,老客户复购
O001072,2025-07-20,C0020,P1015,98,80.45,已完成,赵磊,直销
O001073,2025-07-28,C0060,P1013,7,160.35,已完成,张伟,直销
O001074,2025-04-04,C0016,P1012,16,368.19,已完成,张伟,直销
O001075,2025-07-26,C0064,P1011,16,459.47,已完成,陈敏,展会线索
O001076,2025-03-13,C0061,P1002,3,1027.33,已完成,赵磊,老客户复购
O001077,2025-12-28,C0098,P1001,1,746.78,已完成,李娜,经销
O001078,2025-06-09,C0050,P1007,2,1043.13,已完成,刘洋,直销
O001079,2025-07-06,C0035,P1001,9,818.4,已完成,刘洋,直销
O001080,2025-05-18,C0072,P1013,20,172.37,已完成,王强,经销
O001081,2025-07-23,C0026,P1015,83,75.67,已完成,张伟,直销
O001082,2025-04-15,C0031,P1013,41,153.12,已完成,张伟,展会线索
O001083,2025-10-26,C0024,P1008,14,752.68,已完成,李娜,老客户复购
O001084,2025-04-02,C0015,P1012,42,359.08,已完成,李娜,老客户复购
O001085,2025-08-10,C0093,P1001,11,806.1,已完成,王强,经销
O001086,2025-01-30,C0021,P1007,10,923.35,已完成,陈敏,经销
O001087,2025-09-26,C0094,P1010,23,627.67,已完成,陈敏,老客户复购
O001088,2025-06-12,C0076,P1014,118,37.15,已完成,张伟,直销
O001089,2025-08-11,C0035,P1013,17,175.36,已完成,赵磊,展会线索
O001090,2025-09-01,C0036,P1011,40,491.13,已完成,张伟,直销
O001091,2025-03-14,C0075,P1010,8,626.64,已完成,张伟,老客户复购
O001092,2025-10-26,C0107,P1005,13,1389.14,已完成,陈敏,老客户复购
O001093,2025-09-30,C0118,P1002,4,999.82,已完成,张伟,直销
O001094,2025-03-30,C0062,P1009,37,676.18,已完成,张伟,老客户复购
O001095,2025-08-28,C0099,P1008,43,688.83,已完成,刘洋,老客户复购
O001096,2025-12-05,C0045,P1002,10,967.35,已完成,张伟,直销
O001097,2025-09-18,C0032,P1006,7,2264.09,已完成,张伟,直销
O001098,2025-10-23,C0104,P1012,29,368.52,已完成,刘洋,经销
O001099,2025-02-16,C0114,P1004,11,708.4,已完成,陈敏,老客户复购
O001100,2025-08-09,C0104,P1002,14,1010.6,已完成,张伟,老客户复购
O001101,2025-04-13,C0007,P1008,33,723.48,已完成,李娜,直销
O001102,2025-09-27,C0081,P1006,14,2136.19,已完成,陈敏,老客户复购
O001103,2025-06-04,C0100,P1001,7,784.92,已完成,刘洋,展会线索
O001104,2025-06-06,C0054,P1013,24,172.33,已完成,刘洋,经销
O001105,2025-02-25,C0006,P1011,15,451.97,已完成,刘洋,直销
O001106,2025-07-17,C0001,P1012,24,352.25,退货,李娜,直销
O001107,2025-05-08,C0044,P1005,4,1387.16,已完成,赵磊,展会线索
O001108,2025-07-21,C0106,P1004,13,668.31,已完成,刘洋,展会线索
O001109,2025-02-28,C0107,P1008,43,688.0,已完成,陈敏,老客户复购
O001110,2025-02-25,C0103,P1011,8,477.34,已完成,刘洋,经销
O001111,2025-08-22,C0109,P1010,31,594.4,已完成,陈敏,直销
O001112,2025-03-02,C0107,P1001,3,734.02,已完成,陈敏,直销
O001113,2025-10-20,C0117,P1008,18,639.87,已完成,刘洋,老客户复购
O001114,2025-07-11,C0006,P1010,3,599.32,已完成,刘洋,经销
O001115,2025-03-30,C0049,P1003,10,1453.55,退货,刘洋,老客户复购
O001116,2025-02-01,C0067,P1003,3,1614.4,已完成,刘洋,直销
O001117,2025-05-15,C0112,P1003,11,1677.07,已完成,刘洋,经销
O001118,2025-01-17,C0063,P1004,9,713.48,已完成,刘洋,展会线索
O001119,2025-10-10,C0041,P1001,4,763.61,已完成,赵磊,直销
O001120,2025-05-27,C0119,P1015,31,78.15,已完成,李娜,展会线索
O001121,2025-12-22,C0048,P1003,8,1504.0,已完成,李娜,直销
O001122,2025-07-08,C0014,P1011,44,482.8,已完成,王强,经销
O001123,2025-11-09,C0033,P1003,13,1624.75,已完成,王强,直销
O001124,2025-04-14,C0094,P1013,4,173.25,已完成,赵磊,展会线索
O001125,2025-03-21,C0003,P1005,7,1456.28,已完成,李娜,直销
O001126,2025-02-16,C0067,P1011,18,479.89,已完成,赵磊,展会线索
O001127,2025-11-01,C0038,P1010,14,616.36,已完成,陈敏,展会线索
O001128,2025-02-28,C0081,P1016,64,88.21,已完成,陈敏,直销
O001129,2025-02-14,C0032,P1013,23,160.81,已完成,陈敏,直销
O001130,2025-04-23,C0011,P1011,42,443.66,已完成,张伟,直销
O001131,2025-04-26,C0057,P1005,17,1442.14,已完成,赵磊,老客户复购
O001132,2025-01-23,C0036,P1007,12,1061.46,已完成,赵磊,经销
O001133,2025-03-30,C0035,P1002,4,1020.68,已完成,陈敏,老客户复购
O001134,2025-06-25,C0086,P1008,25,683.63,已完成,张伟,经销
O001135,2025-10-09,C0054,P1004,11,729.72,已完成,王强,展会线索
O001136,2025-09-01,C0029,P1004,17,728.06,已完成,王强,展会线索
O001137,2025-02-13,C0046,P1005,17,1480.51,已完成,刘洋,经销
O001138,2025-06-10,C0099,P1001,16,775.84,已完成,王强,老客户复购
O001139,2025-02-21,C0081,P1001,13,720.86,已完成,王强,直销
O001140,2025-03-28,C0087,P1004,2,700.67,已完成,李娜,展会线索
O001141,2025-11-23,C0014,P1006,7,2431.56,已完成,刘洋,展会线索
O001142,2025-05-12,C0102,P1002,5,1052.69,已完成,赵磊,经销
O001143,2025-02-08,C0040,P1009,35,680.33,已完成,陈敏,经销
O001144,2025-09-05,C0015,P1009,33,631.96,已完成,李娜,老客户复购
O001145,2025-05-11,C0040,P1011,44,497.89,已完成,陈敏,直销
O001146,2025-08-14,C0071,P1008,15,663.67,已取消,刘洋,直销
O001147,2025-03-30,C0028,P1007,7,1002.26,已完成,陈敏,展会线索
O001148,2025-10-08,C0024,P1001,14,782.02,已完成,赵磊,经销
O001149,2025-01-17,C0095,P1004,3,680.32,已取消,张伟,直销
O001150,2025-09-21,C0065,P1004,1,636.24,已完成,陈敏,展会线索
O001151,2025-04-20,C0081,P1002,1,944.22,已取消,李娜,经销
O001152,2025-11-24,C0008,P1013,24,166.4,已完成,李娜,直销
O001153,2025-02-02,C0091,P1001,4,756.52,已完成,赵磊,老客户复购
O001154,2025-04-07,C0081,P1006,9,2307.96,已完成,陈敏,展会线索
O001155,2025-10-28,C0051,P1011,35,475.89,退货,刘洋,经销
O001156,2025-03-21,C0109,P1002,8,1019.77,已完成,王强,老客户复购
O001157,2025-06-17,C0023,P1012,33,359.64,已完成,李娜,经销
O001158,2025-09-29,C0094,P1013,43,165.84,已完成,刘洋,老客户复购
O001159,2025-12-11,C0103,P1007,16,1024.36,已完成,赵磊,老客户复购
O001160,2025-03-05,C0117,P1003,5,1550.39,已完成,赵磊,经销
O001161,2025-08-02,C0079,P1014,114,36.19,已完成,赵磊,老客户复购
O001162,2025-06-22,C0074,P1005,3,1480.96,已完成,刘洋,经销
O001163,2025-08-30,C0076,P1001,10,719.88,退货,刘洋,经销
O001164,2025-05-08,C0027,P1012,19,366.81,已完成,刘洋,老客户复购
O001165,2025-09-15,C0095,P1001,11,810.42,已完成,王强,展会线索
O001166,2025-09-17,C0014,P1011,43,483.67,已完成,刘洋,展会线索
O001167,2025-03-10,C0037,P1004,6,671.48,已完成,赵磊,老客户复购
O001168,2025-10-20,C0043,P1012,10,356.2,已完成,陈敏,直销
O001169,2025-12-19,C0117,P1001,8,738.8,已完成,张伟,展会线索
O001170,2025-08-20,C0090,P1007,11,998.12,已完成,刘洋,直销
O001171,2025-11-26,C0090,P1002,3,1034.01,已完成,李娜,老客户复购
O001172,2025-04-25,C0103,P1014,106,39.98,已完成,李娜,直销
O001173,2025-04-01,C0067,P1011,41,473.94,已完成,王强,经销
O001174,2025-07-30,C0003,P1002,13,1012.81,已完成,张伟,老客户复购
O001175,2025-04-22,C0008,P1002,6,1039.4,已完成,张伟,经销
O001176,2025-11-02,C0050,P1003,16,1671.03,已完成,赵磊,展会线索
O001177,2025-03-16,C0085,P1007,8,999.08,已完成,刘洋,老客户复购
O001178,2025-12-02,C0106,P1008,28,698.74,已完成,张伟,展会线索
O001179,2025-04-22,C0082,P1002,9,900.98,已完成,刘洋,老客户复购
O001180,2025-10-25,C0081,P1002,9,1006.27,已取消,张伟,直销
O001181,2025-06-19,C0091,P1004,6,617.46,已完成,李娜,展会线索
O001182,2025-09-26,C0048,P1011,9,449.37,已完成,刘洋,老客户复购
O001183,2025-09-26,C0087,P1007,1,1010.26,已完成,赵磊,经销
O001184,2025-07-21,C0042,P1012,37,364.22,已完成,李娜,老客户复购
O001185,2025-08-16,C0107,P1001,8,726.3,已完成,刘洋,直销
O001186,2025-09-10,C0082,P1006,1,2292.31,已完成,李娜,直销
O001187,2025-08-15,C0019,P1013,25,166.65,已完成,陈敏,老客户复购
O001188,2025-08-22,C0039,P1002,5,926.11,已完成,李娜,经销
O001189,2025-06-04,C0003,P1003,17,1628.63,已完成,王强,直销
O001190,2025-01-31,C0063,P1004,1,715.66,已完成,刘洋,经销
O001191,2025-01-18,C0047,P1006,10,2351.67,已完成,王强,直销
O001192,2025-09-24,C0041,P1008,27,725.98,已完成,刘洋,老客户复购
O001193,2025-06-15,C0064,P1010,5,586.21,已完成,赵磊,老客户复购
O001194,2025-07-25,C0050,P1003,13,1547.95,已完成,刘洋,老客户复购
O001195,2025-09-13,C0102,P1007,7,1068.02,已完成,李娜,直销
O001196,2025-09-28,C0102,P1008,39,727.04,已完成,李娜,展会线索
O001197,2025-12-27,C0107,P1006,16,2269.61,已完成,陈敏,直销
O001198,2025-08-08,C0118,P1003,4,1590.74,已完成,李娜,老客户复购
O001199,2025-05-15,C0114,P1014,75,42.19,已完成,王强,经销
O001200,2025-01-04,C0048,P1006,11,2251.36,已取消,赵磊,展会线索
O001201,2025-07-24,C0100,P1003,11,1566.06,退货,刘洋,直销
O001202,2025-08-29,C0062,P1012,37,351.34,已完成,王强,展会线索
O001203,2025-01-21,C0107,P1009,21,680.08,已完成,刘洋,经销
O001204,2025-08-31,C0038,P1004,15,725.48,已取消,刘洋,老客户复购
O001205,2025-01-15,C0007,P1001,9,800.93,已完成,张伟,展会线索
O001206,2025-09-01,C0014,P1006,17,2409.77,已完成,刘洋,老客户复购
O001207,2025-04-21,C0013,P1002,4,971.92,已完成,赵磊,老客户复购
O001208,2025-06-10,C0016,P1007,6,1065.77,已完成,赵磊,展会线索
O001209,2025-07-01,C0109,P1003,17,1597.37,已完成,王强,经销
O001210,2025-11-07,C0081,P1005,7,1375.64,已完成,张伟,直销
O001211,2025-12-24,C0064,P1010,30,552.81,已完成,赵磊,直销
O001212,2025-08-09,C0033,P1016,102,96.39,已完成,李娜,经销
O001213,2025-01-29,C0052,P1014,100,39.26,已完成,陈敏,直销
O001214,2025-05-02,C0063,P1002,9,1049.42,已完成,刘洋,展会线索
O001215,2025-05-07,C0075,P1012,29,356.94,已完成,张伟,经销
O001216,2025-07-10,C0103,P1004,8,727.61,已完成,刘洋,老客户复购
O001217,2025-07-23,C0074,P1008,4,717.14,已完成,张伟,直销
O001218,2025-09-06,C0085,P1011,20,503.63,已完成,王强,直销
O001219,2025-09-06,C0050,P1001,13,758.58,已完成,李娜,老客户复购
O001220,2025-03-19,C0056,P1010,37,578.15,已完成,陈敏,展会线索
O001221,2025-01-31,C0034,P1011,44,483.1,已完成,张伟,展会线索
O001222,2025-01-29,C0056,P1011,36,478.79,已完成,赵磊,直销
O001223,2025-11-22,C0008,P1009,44,700.5,已完成,赵磊,直销
O001224,2025-03-23,C0034,P1012,29,363.56,已完成,赵磊,直销
O001225,2025-04-24,C0107,P1002,1,983.56,已完成,张伟,老客户复购
O001226,2025-03-17,C0018,P1002,12,991.84,已取消,张伟,老客户复购
O001227,2025-05-16,C0030,P1007,7,1039.51,已完成,王强,直销
O001228,2025-09-08,C0114,P1002,2,1023.53,已完成,陈敏,展会线索
O001229,2025-09-07,C0031,P1002,1,980.85,已完成,刘洋,直销
O001230,2025-07-05,C0074,P1009,17,728.02,已完成,赵磊,经销
O001231,2025-09-22,C0090,P1014,45,41.41,已完成,陈敏,老客户复购
O001232,2025-03-15,C0029,P1003,13,1603.33,已取消,李娜,老客户复购
O001233,2025-11-27,C0040,P1014,83,39.66,已完成,刘洋,老客户复购
O001234,2025-08-23,C0098,P1012,27,357.19,已取消,张伟,经销
O001235,2025-04-25,C0052,P1003,14,1556.52,已完成,张伟,展会线索
O001236,2025-04-20,C0050,P1004,7,693.7,已完成,张伟,老客户复购
O001237,2025-04-22,C0036,P1010,13,639.44,已完成,刘洋,老客户复购
O001238,2025-05-03,C0113,P1013,36,161.35,已完成,刘洋,经销
O001239,2025-07-16,C0096,P1002,4,981.49,已完成,李娜,老客户复购
O001240,2025-07-27,C0016,P1011,12,489.46,已完成,李娜,直销
O001241,2025-07-10,C0038,P1012,27,357.67,已完成,赵磊,展会线索
O001242,2025-05-03,C0114,P1012,37,373.42,已完成,张伟,老客户复购
O001243,2025-09-29,C0069,P1007,17,978.34,已完成,王强,直销
O001244,2025-07-02,C0098,P1002,1,987.45,已完成,赵磊,展会线索
O001245,2025-11-07,C0080,P1014,10,39.82,已取消,王强,经销
O001246,2025-10-08,C0105,P1004,11,665.56,已完成,李娜,直销
O001247,2025-04-30,C0031,P1015,19,73.87,已完成,张伟,经销
O001248,2025-07-29,C0027,P1005,16,1470.44,已完成,陈敏,老客户复购
O001249,2025-03-21,C0009,P1003,3,1675.13,已完成,王强,经销
O001250,2025-12-12,C0032,P1002,2,1038.93,已完成,王强,老客户复购
O001251,2025-03-21,C0003,P1008,19,723.42,已取消,李娜,直销
O001252,2025-08-27,C0037,P1011,36,486.48,已完成,李娜,展会线索
O001253,2025-08-15,C0070,P1016,88,93.23,已完成,王强,经销
O001254,2025-05-29,C0064,P1005,5,1262.9,已完成,王强,展会线索
O001255,2025-04-24,C0080,P1011,17,502.82,已完成,王强,老客户复购
O001256,2025-10-18,C0097,P1014,103,38.73,已完成,张伟,经销
O001257,2025-06-03,C0014,P1003,7,1486.6,已完成,张伟,老客户复购
O001258,2025-06-08,C0059,P1014,40,35.7,已完成,李娜,经销
O001259,2025-12-23,C0075,P1011,16,494.92,已完成,刘洋,直销
O001260,2025-12-22,C0090,P1007,17,1019.62,已完成,张伟,直销
O001261,2025-09-22,C0003,P1011,8,499.13,已完成,赵磊,展会线索
O001262,2025-09-07,C0081,P1014,94,39.08,已完成,李娜,直销
O001263,2025-03-10,C0064,P1013,37,163.21,已完成,赵磊,展会线索
O001264,2025-10-28,C0096,P1004,15,666.61,已完成,李娜,老客户复购
O001265,2025-08-31,C0042,P1006,3,2432.08,已完成,赵磊,老客户复购
O001266,2025-11-10,C0074,P1006,3,2487.16,已完成,赵磊,直销
O001267,2025-12-13,C0014,P1003,8,1507.11,已完成,赵磊,直销
O001268,2025-12-02,C0085,P1008,42,729.95,已完成,赵磊,经销
O001269,2025-09-02,C0053,P1012,6,381.08,已完成,李娜,展会线索
O001270,2025-02-26,C0069,P1003,13,1631.0,已完成,赵磊,经销
O001271,2025-01-31,C0006,P1011,10,471.33,已完成,陈敏,老客户复购
O001272,2025-06-20,C0102,P1007,17,1000.74,已完成,陈敏,经销
O001273,2025-06-30,C0058,P1008,26,707.73,已完成,王强,经销
O001274,2025-08-01,C0085,P1010,43,628.52,已完成,李娜,老客户复购
O001275,2025-03-06,C0059,P1011,17,460.6,已完成,陈敏,直销
O001276,2025-05-19,C0029,P1009,10,690.24,已完成,刘洋,老客户复购
O001277,2025-12-09,C0104,P1004,12,718.87,已完成,赵磊,老客户复购
O001278,2025-08-26,C0074,P1002,4,994.91,已完成,王强,经销
O001279,2025-06-17,C0056,P1013,7,165.72,已完成,陈敏,老客户复购
O001280,2025-01-14,C0056,P1003,7,1472.86,已完成,张伟,老客户复购
O001281,2025-07-06,C0056,P1016,56,100.85,已完成,李娜,展会线索
O001282,2025-09-09,C0040,P1003,9,1560.12,已完成,王强,展会线索
O001283,2025-04-06,C0110,P1006,4,2355.54,已完成,赵磊,直销
O001284,2025-07-27,C0017,P1003,11,1544.86,已完成,李娜,展会线索
O001285,2025-01-28,C0031,P1007,15,992.3,已完成,张伟,老客户复购
O001286,2025-12-14,C0051,P1003,14,1576.53,已完成,李娜,经销
O001287,2025-03-21,C0035,P1014,58,41.53,已完成,刘洋,直销
O001288,2025-02-25,C0090,P1003,1,1568.05,已完成,陈敏,老客户复购
O001289,2025-02-09,C0034,P1012,32,333.62,已完成,陈敏,展会线索
O001290,2025-04-25,C0002,P1003,16,1440.74,已完成,赵磊,经销
O001291,2025-04-03,C0082,P1008,41,639.65,已完成,陈敏,直销
O001292,2025-01-09,C0051,P1004,12,682.35,已完成,李娜,经销
O001293,2025-03-17,C0011,P1012,19,361.72,已完成,赵磊,直销
O001294,2025-09-01,C0041,P1006,1,2333.94,已完成,李娜,直销
O001295,2025-12-01,C0074,P1015,102,84.49,已完成,李娜,展会线索
O001296,2025-03-01,C0111,P1004,11,675.37,已完成,赵磊,直销
O001297,2025-02-17,C0051,P1007,3,1025.19,已完成,刘洋,老客户复购
O001298,2025-03-03,C0097,P1010,9,536.28,已取消,李娜,展会线索
O001299,2025-01-04,C0048,P1010,27,535.95,已完成,陈敏,展会线索
O001300,2025-10-20,C0065,P1005,14,1336.69,已完成,陈敏,经销
O001301,2025-07-16,C0017,P1013,42,168.75,已完成,李娜,老客户复购
O001302,2025-08-09,C0013,P1014,118,37.98,已完成,刘洋,老客户复购
O001303,2025-10-25,C0083,P1001,4,807.52,已取消,赵磊,直销
O001304,2025-11-15,C0117,P1011,9,461.75,已完成,陈敏,经销
O001305,2025-09-12,C0034,P1006,4,2183.38,已完成,李娜,展会线索
O001306,2025-07-17,C0082,P1003,5,1449.52,已完成,赵磊,直销
O001307,2025-05-11,C0107,P1003,17,1434.22,已完成,赵磊,直销
O001308,2025-04-15,C0063,P1010,21,592.45,已完成,赵磊,直销
O001309,2025-02-14,C0090,P1008,39,703.3,已完成,刘洋,经销
O001310,2025-10-09,C0061,P1012,32,354.76,已完成,赵磊,直销
O001311,2025-04-15,C0060,P1002,9,1040.2,已完成,刘洋,展会线索
O001312,2025-11-10,C0109,P1006,6,2129.73,已完成,王强,直销
O001313,2025-09-10,C0120,P1003,3,1411.15,已完成,陈敏,经销
O001314,2025-03-30,C0105,P1004,15,683.74,已取消,陈敏,展会线索
O001315,2025-08-25,C0036,P1012,5,381.28,已完成,刘洋,直销
O001316,2025-03-31,C0101,P1006,5,2416.73,已完成,王强,展会线索
O001317,2025-04-30,C0054,P1002,12,1039.46,已完成,张伟,老客户复购
O001318,2025-02-13,C0071,P1005,4,1289.92,已完成,赵磊,展会线索
O001319,2025-04-19,C0060,P1016,28,96.78,已完成,张伟,直销
O001320,2025-01-10,C0002,P1003,14,1450.56,已完成,张伟,直销
O001321,2025-11-07,C0027,P1001,16,787.91,已完成,李娜,老客户复购
O001322,2025-05-27,C0019,P1001,13,823.01,已完成,张伟,经销
O001323,2025-11-02,C0071,P1004,5,661.24,已完成,赵磊,老客户复购
O001324,2025-12-19,C0033,P1001,10,752.36,已完成,赵磊,展会线索
O001325,2025-07-19,C0058,P1009,30,690.82,已完成,赵磊,老客户复购
O001326,2025-08-02,C0091,P1014,73,35.97,退货,陈敏,经销
O001327,2025-08-14,C0062,P1011,37,483.31,已完成,赵磊,展会线索
O001328,2025-06-14,C0109,P1013,26,153.29,已完成,赵磊,展会线索
O001329,2025-07-23,C0102,P1010,26,604.25,已完成,王强,老客户复购
O001330,2025-07-19,C0098,P1007,8,987.2,已完成,陈敏,经销
O001331,2025-02-12,C0012,P1009,30,678.69,已完成,刘洋,直销
O001332,2025-03-02,C0063,P1007,4,991.95,已完成,陈敏,经销
O001333,2025-01-02,C0091,P1003,17,1595.22,已完成,赵磊,展会线索
O001334,2025-04-12,C0040,P1003,16,1646.53,已完成,赵磊,直销
O001335,2025-06-08,C0109,P1003,1,1458.4,已完成,刘洋,直销
O001336,2025-02-16,C0032,P1004,12,669.17,已完成,李娜,展会线索
O001337,2025-09-18,C0030,P1012,44,340.79,已取消,陈敏,直销
O001338,2025-01-29,C0069,P1007,10,1010.21,已完成,李娜,老客户复购
O001339,2025-09-18,C0117,P1007,16,961.33,已完成,张伟,展会线索
O001340,2025-02-27,C0059,P1012,42,326.39,已取消,陈敏,老客户复购
O001341,2025-03-29,C0035,P1003,9,1544.01,已完成,赵磊,直销
O001342,2025-03-21,C0011,P1001,12,756.03,已取消,李娜,展会线索
O001343,2025-01-07,C0070,P1005,6,1440.77,已完成,李娜,老客户复购
O001344,2025-11-26,C0051,P1006,6,2481.66,已完成,赵磊,经销
O001345,2025-07-03,C0087,P1008,41,719.52,已完成,刘洋,直销
O001346,2025-09-02,C0007,P1009,36,704.26,已完成,刘洋,直销
O001347,2025-04-10,C0089,P1015,27,79.11,退货,张伟,老客户复购
O001348,2025-06-26,C0058,P1001,9,818.19,已完成,王强,展会线索
O001349,2025-01-19,C0074,P1002,7,1000.82,已完成,李娜,直销
O001350,2025-02-15,C0087,P1013,10,171.36,已完成,张伟,直销
O001351,2025-11-29,C0028,P1002,7,909.24,已完成,刘洋,老客户复购
O001352,2025-08-22,C0111,P1003,14,1494.11,已完成,王强,经销
O001353,2025-12-01,C0099,P1011,40,472.5,已完成,李娜,展会线索
O001354,2025-11-16,C0034,P1013,33,154.91,已取消,赵磊,直销
O001355,2025-07-10,C0040,P1009,25,702.18,已完成,陈敏,直销
O001356,2025-05-06,C0095,P1012,16,370.94,已完成,赵磊,老客户复购
O001357,2025-10-09,C0052,P1003,14,1656.59,已完成,张伟,老客户复购
O001358,2025-12-03,C0063,P1013,15,171.44,已完成,赵磊,老客户复购
O001359,2025-10-20,C0079,P1007,11,973.03,已完成,陈敏,展会线索
O001360,2025-10-06,C0044,P1002,13,999.76,已完成,王强,展会线索
O001361,2025-11-02,C0079,P1002,8,934.33,已完成,赵磊,直销
O001362,2025-07-07,C0015,P1004,8,634.7,已完成,王强,直销
O001363,2025-01-13,C0031,P1009,18,626.06,已完成,李娜,经销
O001364,2025-06-15,C0042,P1005,10,1444.75,已完成,陈敏,老客户复购
O001365,2025-09-09,C0024,P1010,27,627.7,已完成,张伟,老客户复购
O001366,2025-06-15,C0052,P1008,6,738.77,已完成,张伟,展会线索
O001367,2025-01-20,C0022,P1011,24,503.64,已完成,王强,直销
O001368,2025-07-20,C0079,P1010,13,562.46,已完成,李娜,展会线索
O001369,2025-06-21,C0083,P1008,37,715.74,已完成,李娜,老客户复购
O001370,2025-12-09,C0076,P1002,13,908.66,已完成,刘洋,经销
O001371,2025-03-20,C0032,P1011,17,467.57,已完成,李娜,经销
O001372,2025-01-20,C0021,P1002,1,941.02,已完成,王强,经销
O001373,2025-09-26,C0012,P1012,8,376.8,已完成,李娜,老客户复购
O001374,2025-02-20,C0097,P1002,4,959.84,已完成,张伟,直销
O001375,2025-07-15,C0098,P1005,16,1416.22,已取消,刘洋,展会线索
O001376,2025-09-03,C0067,P1001,10,803.74,已完成,赵磊,直销
O001377,2025-01-10,C0119,P1002,2,987.81,已完成,王强,老客户复购
O001378,2025-12-16,C0053,P1016,17,102.69,已完成,赵磊,老客户复购
O001379,2025-06-17,C0069,P1015,27,78.37,已完成,赵磊,老客户复购
O001380,2025-04-09,C0112,P1013,30,174.02,已完成,赵磊,经销
O001381,2025-05-21,C0113,P1005,2,1344.35,已完成,陈敏,展会线索
