order_id,material_cost,labor_cost,manufacturing_cost,logistics_cost,other_cost
O001043,6781.64,1743.59,1342.54,327.87,317.83
O001044,676.02,165.28,140.26,40.4,15.27
O001045,11300.52,3118.69,2739.39,961.17,441.42
O001046,5294.42,1151.37,1239.32,352.03,164.72
O001047,343.11,82.57,74.75,28.27,9.75
O001048,955.52,233.19,227.12,26.24,12.06
O001049,7394.13,2052.09,1635.25,695.13,197.72
O001050,2883.2,725.12,474.59,153.29,64.86
O001051,2251.72,492.99,362.74,89.51,40.95
O001052,4147.16,776.27,716.09,131.3,101.53
O001053,4767.88,1203.52,1044.03,202.03,57.03
O001054,5606.07,1571.18,1238.27,217.07,92.82
O001055,7842.44,1553.87,1738.62,557.21,225.5
O001056,3244.13,659.09,659.09,263.22,69.35
O001057,1387.92,352.69,225.47,88.76,26.63
O001058,3671.6,644.28,745.87,133.9,42.99
O001059,9524.82,2179.07,2114.09,567.56,221.47
O001060,3336.09,673.32,493.7,141.83,52.73
O001061,5132.74,1106.27,928.89,448.93,187.8
O001062,719.83,172.03,171.21,49.18,19.77
O001063,2645.26,606.47,514.57,150.95,101.2
O001064,3935.85,1121.33,631.91,365.78,100.55
O001065,11309.66,2150.17,2281.66,886.18,137.02
O001066,1860.16,406.42,322.53,83.83,67.41
O001067,1436.7,358.45,339.84,106.75,19.17
O001068,11284.78,2392.67,2009.23,621.12,449.93
O001069,5956.67,1098.51,1103.05,302.21,227.41
O001070,4250.69,677.63,589.77,223.58,75.75
O001071,7893.59,1611.39,1601.9,442.01,241.04
O001072,4711.31,1032.63,976.07,245.46,53.16
O001073,616.51,130.18,100.26,44.78,11.8
O001074,3171.94,852.76,710.74,181.61,51.32
O001075,3993.98,927.5,962.79,158.75,99.47
O001076,1482.47,327.53,261.64,123.5,53.53
O001077,354.46,89.95,68.32,32.9,14.4
O001078,1045.39,243.83,213.05,88.35,36.19
O001079,2925.55,770.48,690.74,291.05,115.68
O001080,1722.63,404.4,411.49,164.41,29.1
O001081,3938.71,977.59,843.29,230.25,33.16
O001082,3917.53,941.46,811.19,262.44,71.97
O001083,5267.27,1217.26,986.43,502.6,196.24
O001084,9280.27,2035.06,1741.41,399.73,132.16
O001085,4892.98,888.1,658.44,419.33,118.46
O001086,5175.8,963.18,1192.96,240.95,135.15
O001087,7139.64,1626.37,1379.62,308.22,132.95
O001088,2697.74,671.45,505.19,97.04,27.7
O001089,1610.06,341.11,252.25,115.09,24.19
O001090,10546.57,2175.2,2450.77,451.64,221.97
O001091,2611.78,507.52,505.89,130.77,33.39
O001092,8698.3,2229.01,1619.94,666.66,255.23
O001093,1825.76,433.03,318.94,112.9,46.53
O001094,14767.31,2945.51,2887.15,562.15,219.88
O001095,15401.43,3727.3,2872.45,791.69,552.53
O001096,4371.71,1126.38,975.73,378.8,184.1
O001097,8598.58,1713.88,1504.27,454.68,86.57
O001098,6498.19,1136.51,1297.06,433.42,188.69
O001099,4018.93,973.08,703.19,320.23,79.1
O001100,8969.8,1253.9,1149.01,459.21,235.4
O001101,11064.26,2220.44,2040.67,762.36,312.4
O001102,16454.85,3966.19,3118.97,1439.15,266.6
O001103,2494.72,572.52,427.13,161.59,57.59
O001104,2110.57,492.29,408.04,87.85,48.59
O001105,3903.58,753.86,635.9,255.34,105.75
O001106,5398.73,946.67,809.46,142.14,109.76
O001107,2674.52,565.31,579.67,216.59,109.79
O001108,4457.44,868.57,819.26,136.11,164.98
O001109,14626.74,3444.1,2678.08,698.28,215.53
O001110,2050.0,493.37,497.69,131.87,49.61
O001111,8814.17,2408.86,1451.63,860.85,241.02
O001112,997.3,230.36,250.09,56.54,19.91
O001113,5947.77,1466.97,991.8,481.56,216.4
O001114,975.64,173.02,182.62,33.08,24.42
O001115,7856.78,1705.39,1706.02,625.88,132.97
O001116,2294.91,404.69,415.84,112.99,92.3
O001117,8137.84,1961.88,1773.08,775.96,295.84
O001118,3159.57,784.71,647.29,230.58,32.19
O001119,1348.48,367.16,245.14,92.64,23.82
O001120,1375.48,287.57,289.08,114.27,23.97
O001121,5844.97,1378.48,1087.78,563.87,128.35
O001122,11569.11,2628.44,2540.61,737.92,182.42
O001123,9207.73,2566.44,2156.25,333.8,365.89
O001124,374.84,83.43,55.61,29.33,5.52
O001125,4752.6,829.73,1013.78,161.13,87.04
O001126,4575.66,915.73,911.58,215.34,171.89
O001127,4328.33,983.06,723.0,252.87,59.19
O001128,3698.5,742.99,770.87,158.13,111.96
O001129,2022.19,381.17,430.68,178.84,54.39
O001130,10375.22,2515.99,2551.32,283.75,139.82
O001131,11686.26,2892.75,2372.88,1218.58,155.76
O001132,6313.95,1507.89,1330.61,544.81,239.01
O001133,1811.01,338.31,336.02,157.21,33.49
O001134,9165.54,1741.41,1315.39,560.28,271.69
O001135,3897.7,981.52,751.64,168.65,51.04
O001136,6355.67,1316.49,1423.39,419.69,126.57
O001137,10910.62,2130.59,2259.55,890.36,427.87
O001138,5346.28,1147.96,883.93,314.52,141.78
O001139,4861.51,1080.22,997.35,247.33,67.17
O001140,698.62,146.49,146.06,37.77,25.03
O001141,8921.7,1744.96,1766.13,647.0,134.75
O001142,2455.71,455.28,497.55,142.99,55.3
O001143,13161.15,3398.74,2143.91,402.65,262.66
O001144,11663.54,3006.62,2715.08,936.69,336.96
O001145,12305.59,2851.42,2700.4,476.68,273.79
O001146,5643.64,1262.22,1198.08,159.92,179.95
O001147,3766.15,711.14,554.41,169.06,131.45
O001148,5019.23,1280.13,926.43,523.13,130.77
O001149,1039.41,209.5,259.08,54.46,15.1
O001150,335.87,74.19,82.96,21.44,9.22
O001151,491.44,104.03,103.7,24.87,18.56
O001152,2079.54,541.48,462.47,86.7,43.26
O001153,1359.88,262.4,282.06,150.63,40.53
O001154,10763.41,1953.44,1728.99,684.69,410.81
O001155,9733.87,1931.37,1823.64,572.05,254.51
O001156,3802.06,923.98,560.27,391.83,49.36
O001157,6939.87,1820.94,1343.66,204.46,100.15
O001158,4022.46,743.36,744.25,189.1,122.86
O001159,7875.04,2008.88,1552.45,583.0,132.48
O001160,3813.43,898.46,583.6,339.94,138.91
O001161,2427.75,605.4,525.74,63.68,41.81
O001162,2107.66,450.78,458.62,171.71,24.11
O001163,4318.22,852.59,695.69,140.02,102.3
O001164,4161.36,806.6,691.22,340.62,127.62
O001165,3742.83,972.94,629.92,195.14,68.8
O001166,10625.62,2894.47,2276.78,500.47,368.74
O001167,2273.06,409.18,450.05,162.22,63.4
O001168,2180.79,410.03,374.55,158.67,65.81
O001169,2705.71,506.89,633.02,166.66,58.76
O001170,7556.21,1243.6,1052.73,382.36,67.9
O001171,1477.25,364.45,316.21,118.22,25.8
O001172,2252.31,453.96,430.46,138.31,84.33
O001173,10691.69,2440.78,2283.36,414.39,369.05
O001174,6035.94,1225.08,1400.28,485.72,161.36
O001175,2806.98,682.68,452.39,282.32,120.94
O001176,12126.46,2883.98,2716.49,751.79,531.85
O001177,4293.43,907.55,877.6,265.83,53.35
O001178,10244.75,2253.16,2163.66,399.55,255.82
O001179,4326.27,1113.44,950.53,366.94,70.64
O001180,4370.59,808.27,694.81,170.75,161.78
O001181,2047.66,416.42,372.49,129.83,67.44
O001182,2340.87,540.37,389.03,98.31,28.35
O001183,515.57,121.23,91.29,45.07,19.92
O001184,7366.14,1411.09,1717.79,292.06,138.77
O001185,3342.85,730.78,582.68,95.41,30.34
O001186,1155.67,264.3,266.43,59.64,24.41
O001187,2252.62,415.86,542.73,82.76,38.81
O001188,2584.97,515.54,537.96,85.78,53.78
O001189,13272.59,3017.34,2703.34,873.01,515.37
O001190,357.58,81.61,76.67,23.77,5.61
O001191,11554.77,2225.78,2233.21,854.33,159.39
O001192,9645.47,2451.01,1698.24,446.35,360.57
O001193,1571.36,288.02,283.83,113.12,39.91
O001194,9927.8,2242.65,2153.19,527.53,314.47
O001195,3926.33,782.95,805.15,176.54,68.99
O001196,14552.98,2479.38,2305.79,904.57,312.69
O001197,19372.99,3732.19,2956.88,1014.12,467.19
O001198,3619.87,699.28,595.48,150.17,104.79
O001199,1631.58,419.12,297.8,102.12,31.35
O001200,13080.63,2746.01,3113.7,681.33,356.76
O001201,8732.84,1949.96,1650.28,601.61,214.42
O001202,8167.33,1433.86,1784.47,461.75,230.52
O001203,7368.63,2042.64,1272.03,574.73,160.64
O001204,7121.12,1279.67,891.06,359.24,99.66
O001205,3259.47,586.67,615.18,263.95,67.98
O001206,21559.87,4557.87,3344.17,769.04,537.68
O001207,1814.77,363.09,281.08,135.41,54.35
O001208,2967.96,730.57,735.31,314.87,117.2
O001209,13341.48,2523.98,2082.71,830.22,388.17
O001210,4836.77,918.68,883.42,362.65,112.51
O001211,9102.94,1826.38,2177.85,524.59,215.45
O001212,5433.95,1277.08,976.31,217.1,89.82
O001213,2108.94,524.31,419.05,182.38,22.03
O001214,3877.03,1075.28,668.19,142.39,72.57
O001215,6416.31,1536.17,1099.93,397.29,130.52
O001216,3074.93,534.01,643.97,122.07,63.3
O001217,1337.2,339.23,294.34,98.04,44.38
O001218,5375.9,1309.37,898.9,302.3,73.27
O001219,4498.84,1100.02,960.11,392.78,94.98
O001220,11577.93,2396.63,2643.33,577.95,300.45
O001221,12018.19,3015.46,2183.56,587.04,243.39
O001222,9229.73,2252.86,2206.56,334.6,231.21
O001223,17644.75,3132.53,3222.65,1395.71,570.42
O001224,6133.56,1109.88,971.4,374.65,72.3
O001225,438.11,114.77,100.08,43.77,6.48
O001226,5297.66,1407.42,1186.24,514.27,236.21
O001227,3857.18,825.7,647.81,254.23,106.08
O001228,901.87,229.43,145.68,86.55,11.22
O001229,462.16,118.46,72.58,32.49,7.25
O001230,6814.57,1632.28,1498.72,564.66,198.62
O001231,976.89,211.37,198.61,66.36,31.18
O001232,9357.65,1859.26,1877.61,427.8,321.11
O001233,1912.08,464.12,292.94,160.52,16.46
O001234,5549.89,1367.42,873.54,172.8,59.31
O001235,10633.41,2724.49,2090.56,787.21,222.05
O001236,2355.04,459.35,580.54,90.27,97.1
O001237,3772.83,951.31,930.32,230.1,133.14
O001238,3254.47,687.06,556.95,254.03,51.47
O001239,1789.35,496.63,330.2,116.98,77.93
O001240,3098.08,669.53,705.81,152.23,49.96
O001241,5633.04,1378.14,872.57,271.24,98.44
O001242,7511.44,1856.14,1368.29,500.65,173.61
O001243,8509.19,1803.28,1461.73,282.44,237.63
O001244,474.22,89.67,94.48,48.75,6.04
O001245,227.47,55.75,34.94,16.82,7.84
O001246,3742.28,1007.71,730.28,146.75,90.77
O001247,834.11,201.26,134.54,56.84,17.29
O001248,10441.22,2066.18,1907.88,502.67,377.16
O001249,2150.07,527.54,392.37,190.94,65.87
O001250,914.03,221.32,172.42,90.9,33.13
O001251,6698.17,1715.36,1487.88,462.03,82.84
O001252,9572.53,1999.33,1873.29,659.37,256.96
O001253,5020.42,1174.16,778.29,178.11,118.62
O001254,3238.0,812.28,526.72,137.05,84.47
O001255,4476.77,908.51,831.79,138.68,47.49
O001256,2204.48,541.44,531.68,96.17,21.98
O001257,5416.36,1343.16,849.0,296.59,76.81
O001258,857.66,216.09,214.95,55.31,28.23
O001259,4171.71,1093.31,706.17,151.46,123.04
O001260,8713.69,1843.95,1860.07,462.32,235.53
O001261,2043.43,525.13,373.33,134.66,21.35
O001262,2234.56,502.48,356.46,82.79,32.83
O001263,3460.1,780.7,594.5,237.28,110.72
O001264,5066.61,1176.93,1100.48,355.22,52.93
O001265,4216.57,658.01,713.48,274.26,53.96
O001266,3473.2,899.91,594.02,255.12,124.94
O001267,6298.5,1433.55,1057.03,528.17,194.51
O001268,15166.36,2724.67,2253.62,1206.01,587.77
O001269,1318.03,321.09,250.8,58.67,34.68
O001270,10063.83,2337.19,2283.05,590.53,118.63
O001271,2793.62,509.45,557.43,214.75,45.49
O001272,9322.33,1855.39,1957.91,296.77,252.27
O001273,9351.53,2032.7,1920.38,870.58,294.56
O001274,14041.87,2880.74,2582.32,654.87,534.69
O001275,4179.06,945.48,787.43,223.38,146.94
O001276,3710.94,988.86,708.51,310.03,88.53
O001277,4227.17,954.07,814.5,207.87,80.61
O001278,2375.69,386.84,379.4,113.54,62.42
O001279,635.35,142.73,106.11,33.33,18.45
O001280,5031.25,1026.44,961.05,450.06,148.0
O001281,3326.84,810.02,506.95,93.13,62.05
O001282,6775.86,1521.42,1089.11,271.96,80.08
O001283,5000.47,1254.32,758.43,211.61,59.81
O001284,8719.48,2187.08,1425.52,435.46,177.41
O001285,7841.88,1883.09,1524.08,718.7,96.73
O001286,10973.81,2196.28,1923.2,878.64,418.05
O001287,1363.87,328.44,286.03,63.19,39.39
O001288,782.27,170.24,148.07,65.22,27.06
O001289,6589.49,1694.38,1500.43,247.62,168.19
O001290,11444.67,2250.45,2409.75,1078.89,127.52
O001291,15066.93,3224.78,3251.91,1167.61,475.45
O001292,4524.19,1107.4,717.77,209.9,70.72
O001293,4155.04,773.37,663.94,314.52,107.13
O001294,1254.46,227.58,219.74,58.14,12.01
O001295,4629.95,1019.41,753.51,300.14,92.62
O001296,3717.27,965.48,855.5,328.41,91.25
O001297,1677.47,409.13,311.41,94.03,15.52
O001298,2836.27,631.59,641.26,172.78,96.01
O001299,8684.66,2181.88,1473.25,292.69,245.32
O001300,9585.06,1820.46,2001.54,661.88,124.31
O001301,3884.35,1019.33,755.73,301.96,38.51
O001302,2779.55,709.36,521.45,120.2,65.88
O001303,1485.88,272.71,259.37,66.12,40.21
O001304,2384.09,624.82,441.24,144.8,75.96
O001305,4624.98,1137.91,1031.39,232.04,65.2
O001306,3753.63,791.89,649.53,355.64,90.83
O001307,13435.53,2507.93,2977.22,1043.66,417.67
O001308,6310.36,1428.15,1298.52,530.53,220.66
O001309,12805.33,3554.05,3187.03,980.61,213.98
O001310,7074.56,1541.39,1502.24,494.03,71.53
O001311,4227.16,925.22,973.52,237.63,75.74
O001312,7549.88,1371.48,1501.99,325.86,172.73
O001313,2290.25,487.34,532.55,83.04,46.02
O001314,5380.57,1281.06,1009.79,188.67,197.03
O001315,1042.03,221.38,199.72,43.05,12.4
O001316,5628.01,1152.44,991.64,358.87,173.5
O001317,5654.32,993.65,1285.53,546.34,242.72
O001318,2571.51,626.76,431.52,224.94,38.29
O001319,1516.64,347.32,315.3,93.73,17.7
O001320,10382.79,2749.87,2388.72,724.53,275.88
O001321,5271.51,1102.59,961.8,404.5,201.33
O001322,4519.97,865.65,857.49,221.39,174.04
O001323,1722.14,402.92,383.04,76.0,20.3
O001324,3530.44,643.38,706.09,311.27,74.78
O001325,11336.75,2978.55,2174.12,1033.73,152.43
O001326,1714.8,395.03,378.1,47.88,24.17
O001327,9207.62,2559.01,1826.32,837.83,168.38
O001328,2269.9,494.4,487.36,177.69,42.97
O001329,8435.32,1596.46,1678.96,640.2,143.11
O001330,3885.63,885.54,640.92,367.45,152.45
O001331,11755.47,2773.04,1939.99,358.09,346.77
O001332,2108.86,502.0,457.95,116.38,28.44
O001333,13318.55,2803.18,2848.68,822.23,223.87
O001334,11416.84,2950.26,2410.12,768.23,326.19
O001335,755.96,150.49,137.41,36.8,15.79
O001336,4350.0,846.57,802.48,228.79,74.6
O001337,9977.12,1724.43,1920.68,316.47,263.8
O001338,5549.07,1123.89,1165.39,239.89,71.74
O001339,8131.82,1753.45,1545.54,431.5,171.77
O001340,9141.97,1782.54,1337.75,440.57,160.72
O001341,6310.15,1290.52,1316.4,322.62,252.41
O001342,3992.23,759.24,794.61,449.22,131.62
O001343,3853.77,711.55,759.09,192.14,127.22
O001344,7215.76,1445.84,1107.77,616.83,205.21
O001345,15100.43,2907.41,2984.26,565.04,276.63
O001346,13946.2,3448.34,2425.66,1089.18,384.52
O001347,1237.7,326.18,246.75,80.5,26.56
O001348,3125.45,802.79,552.87,119.9,134.0
O001349,3393.09,685.83,536.74,270.73,43.31
O001350,914.08,172.71,187.51,27.34,24.74
O001351,3319.76,720.77,533.72,118.06,61.73
O001352,13122.03,2485.79,1569.18,834.34,328.21
O001353,10286.23,2680.87,2312.02,933.94,199.94
O001354,3236.45,570.36,567.83,159.95,59.37
O001355,9640.45,1839.25,2146.82,602.33,325.87
O001356,3126.13,795.31,628.73,193.95,95.89
O001357,10077.77,2074.37,2229.39,771.09,197.24
O001358,1383.59,305.48,292.88,38.81,35.49
O001359,5839.27,1413.39,1315.78,325.45,108.51
O001360,5653.18,1257.69,933.86,560.15,222.31
O001361,3652.72,748.39,591.09,334.81,135.76
O001362,2798.61,680.82,499.97,116.17,27.0
O001363,6892.37,1311.89,1024.55,210.39,109.38
O001364,6731.78,1295.14,1501.9,362.59,144.02
O001365,7901.81,1664.93,1285.97,429.07,303.27
O001366,2161.59,541.36,333.54,137.17,37.41
O001367,6528.09,1680.92,1404.63,196.24,117.85
O001368,3692.3,725.65,621.08,180.4,69.92
O001369,12772.54,2792.27,2830.75,528.3,195.07
O001370,6123.45,1384.11,979.89,529.55,117.37
O001371,4387.39,970.27,797.46,274.32,86.08
O001372,445.7,120.25,81.77,37.12,9.61
O001373,1672.08,338.07,365.75,122.99,16.08
O001374,1727.81,483.95,423.19,125.6,47.61
O001375,10995.48,2011.85,2183.0,717.39,365.95
O001376,3252.11,812.04,696.37,357.1,121.79
O001377,977.06,239.07,171.8,39.14,28.56
O001378,998.11,175.67,188.33,33.21,9.44
O001379,1300.25,304.12,257.11,95.37,13.15
O001380,2610.38,711.55,539.01,128.2,83.91
O001381,1390.5,316.3,289.13,66.91,25.09
O001382,3886.68,863.22,627.5,236.72,108.53
O001383,7480.82,1856.58,1194.97,317.23,187.02
O001384,7111.27,1493.32,1710.75,633.62,204.92
O001385,4846.64,1062.06,1016.52,177.67,106.29
O001386,11843.28,2662.93,1905.5,473.71,492.28
O001387,4660.85,945.04,956.53,322.61,57.41
O001388,9214.89,1969.01,1925.43,682.71,364.62
O001389,16111.33,3950.85,3537.42,1271.7,295.24
O001390,1735.26,417.4,382.42,96.23,59.79
O001391,8936.39,1923.96,1589.9,694.93,83.76
O001392,1982.25,534.76,450.76,133.49,82.77
O001393,9080.32,2190.31,1913.51,345.67,149.42
O001394,2271.43,418.17,352.44,133.98,26.9
O001395,2383.79,423.39,460.3,133.83,84.92
O001396,5142.6,1085.34,1204.51,150.07,118.43
O001397,6392.25,1435.52,1283.74,206.19,68.04
O001398,11873.55,3417.75,3023.0,743.25,260.61
O001399,4353.33,958.67,838.35,345.37,150.88
O001400,2780.08,635.47,584.11,187.49,55.71
O001401,3660.08,767.01,788.26,311.66,88.0
O001402,5869.97,997.41,1218.71,421.16,135.75
O001403,16122.98,3511.92,2586.17,621.72,367.73
O001404,2230.01,390.19,427.59,185.22,29.72
O001405,4625.14,1039.49,852.52,199.7,72.64
O001406,4937.92,1221.88,1102.04,363.52,119.19
O001407,4216.64,1018.84,928.21,219.1,139.14
O001408,3899.21,786.23,595.82,287.71,52.13
O001409,2778.04,641.79,602.31,256.58,75.21
O001410,5576.15,1124.75,1146.14,293.21,172.64
O001411,2607.31,585.72,498.15,193.24,85.98
O001412,10234.77,2328.51,2232.14,1066.52,285.53
O001413,4660.38,1049.84,982.63,261.0,68.73
O001414,2668.18,689.8,682.62,242.37,78.35
O001415,5318.47,1022.25,1037.37,144.16,131.42
O001416,3161.91,756.97,582.41,197.84,88.96
O001417,669.83,174.97,121.3,73.53,10.42
O001418,751.99,192.46,130.26,28.18,18.3
O001419,9303.07,1799.89,1989.79,741.1,234.37
O001420,13035.86,2331.0,2323.42,692.5,207.3
O001421,6019.65,1290.72,1313.01,389.29,202.55
O001422,2868.12,558.6,596.99,81.62,91.28
O001423,10514.97,2340.77,1909.04,675.9,275.58
O001424,12123.13,2438.12,2541.3,525.36,432.69
O001425,8126.77,1579.97,1432.34,498.95,100.34
O001426,6479.92,1424.7,1212.15,542.88,222.75
O001427,14810.35,2952.06,3197.92,1089.78,491.23
O001428,9413.85,2196.5,2184.64,966.56,130.36
O001429,2433.67,485.76,369.53,144.04,33.06
O001430,3399.13,805.93,737.57,179.28,33.04
O001431,5732.37,1313.96,1256.92,356.18,163.72
O001432,6681.9,1290.81,1365.17,369.64,208.33
O001433,9136.95,1679.88,1714.86,630.51,100.42
O001434,2269.76,432.76,422.58,189.8,53.75
O001435,4358.63,792.28,710.67,261.19,91.93
O001436,3713.81,992.37,678.67,232.91,93.24
O001437,12055.62,2663.9,2154.41,1202.18,302.09
O001438,4214.7,998.41,651.83,417.6,125.12
O001439,2214.87,537.22,492.4,99.8,59.66
O001440,2584.83,638.8,424.86,70.95,29.08
O001441,2034.05,380.22,430.03,103.1,63.43
O001442,3060.5,651.71,609.95,207.49,50.9
O001443,2952.47,562.52,587.95,115.65,92.55
O001444,4091.0,1080.88,748.37,138.76,115.66
O001445,4689.18,702.09,629.82,352.34,46.11
O001446,2148.35,514.94,326.37,140.16,19.93
O001447,6762.58,1568.8,1617.92,296.3,114.97
O001448,358.57,74.38,71.73,38.11,15.12
O001449,6027.45,1381.72,1418.93,195.96,126.71
O001450,7366.89,1542.16,1788.11,654.98,174.41
O001451,6579.16,1398.2,1426.18,303.43,104.21
O001452,1895.5,447.79,345.39,76.04,75.17
O001453,1111.93,247.59,240.37,108.41,34.38
O001454,4134.31,847.31,656.93,134.24,72.53
O001455,8132.18,1818.4,1738.23,583.76,135.66
O001456,3743.02,712.59,673.48,304.45,99.9
O001457,4560.9,878.25,941.24,173.29,103.43
O001458,12937.38,2991.54,2108.9,719.66,390.6
O001459,4663.39,1055.27,901.48,477.06,188.88
O001460,1810.6,389.47,367.89,74.25,38.63
O001461,10109.32,2097.1,2174.24,517.8,137.72
O001462,9525.7,2317.71,2039.49,516.37,105.43
O001463,9270.91,2007.47,1664.01,1010.59,438.81
O001464,4175.62,974.72,805.27,339.7,155.53
O001465,10959.01,2083.04,1769.71,714.33,201.63
O001466,3781.94,833.48,747.8,112.8,92.61
O001467,2287.75,560.12,424.21,229.18,70.15
O001468,1189.51,303.73,276.94,39.96,31.27
O001469,2634.0,610.33,438.89,209.24,68.36
O001470,764.81,179.96,153.63,38.17,26.5
O001471,4631.66,1024.82,1092.28,253.88,131.61
O001472,11465.95,2124.38,2020.1,984.27,195.47
O001473,3025.37,713.43,634.02,208.82,92.78
O001474,5458.89,1344.65,1191.74,301.49,230.73
O001475,5163.26,1004.06,1026.8,455.53,130.25
O001476,14754.57,2689.15,2323.89,529.28,258.89
O001477,15230.48,3450.94,2309.76,794.27,372.82
O001478,3496.11,829.66,652.34,108.56,53.41
O001479,4008.36,1036.21,688.06,292.46,140.85
O001480,3209.82,806.2,704.15,248.68,100.35
O001481,1914.48,472.5,432.2,100.54,36.95
O001482,1838.29,440.47,404.41,179.28,46.7
O001483,9270.76,2528.39,1609.02,378.34,261.38
O001484,3996.22,901.79,736.29,192.61,126.18
O001485,4623.15,1039.01,785.95,374.83,87.01
O001486,1236.57,255.39,238.26,71.67,29.71
O001487,4454.64,1083.16,848.74,121.21,105.08
O001488,2951.11,763.02,579.01,262.8,113.48
O001489,5187.81,1157.45,1061.61,246.27,212.65
O001490,2288.38,448.53,502.89,115.08,36.31
O001491,8943.22,2119.67,1774.31,621.57,110.19
O001492,4530.35,959.68,1074.92,171.25,96.94
O001493,492.79,123.52,103.15,18.58,14.12
O001494,1871.13,477.38,292.86,73.03,41.14
O001495,4386.78,1114.78,1029.8,372.44,108.98
O001496,6936.82,1256.96,1133.08,468.41,86.3
O001497,5892.76,1346.4,1466.09,530.25,135.86
O001498,7103.22,1463.69,1373.71,316.73,88.48
O001499,5020.61,1131.29,858.06,387.76,152.66
O001500,3970.44,746.45,920.41,265.85,60.27
O001501,4986.61,1056.57,1011.32,316.78,123.18
O001502,4078.3,922.12,616.21,147.66,81.78
O001503,11204.45,2306.94,2350.44,426.29,303.91
O001504,4685.96,856.53,934.41,457.98,74.3
O001505,5822.52,1280.61,1109.39,160.98,155.3
O001506,11967.47,2925.81,2662.03,779.68,209.46
O001507,3987.58,815.11,955.88,148.63,82.84
O001508,2824.77,743.24,556.2,268.7,86.5
O001509,2919.08,521.31,476.87,126.58,76.65
O001510,11525.87,2168.2,1796.12,861.35,199.46
O001511,7834.85,1443.58,1652.02,584.5,253.31
O001512,10609.95,2240.09,2426.32,827.92,282.42
O001513,369.4,67.97,81.89,28.53,9.43
O001514,6054.37,1106.66,1200.9,471.91,93.5
O001515,4217.7,1113.53,681.44,421.67,54.12
O001516,8017.73,1668.78,1312.75,672.26,234.42
O001517,6409.63,1343.08,1412.78,607.09,215.77
O001518,1067.04,208.53,235.82,83.92,25.96
O001519,6577.36,1510.67,1467.03,614.32,267.49
O001520,1046.34,245.67,235.99,49.05,24.73
O001521,2582.98,662.38,382.3,115.45,43.82
O001522,4769.65,1000.52,989.56,479.06,151.59
O001523,1422.29,379.39,304.53,64.01,29.44
O001524,10713.52,2518.78,2062.94,402.19,341.71
O001525,2550.96,651.88,544.31,142.63,48.15
O001526,5431.92,1154.15,939.25,411.18,157.09
O001527,6080.41,1420.28,1334.03,629.81,113.37
O001528,2215.53,407.02,349.93,133.32,43.26
O001529,13760.1,2878.07,2128.9,1162.81,159.48
O001530,7494.26,1602.54,1873.48,498.83,211.16
O001531,1442.73,327.44,311.5,98.93,60.5
O001532,2616.81,538.87,459.56,202.34,64.99
O001533,6778.46,1644.27,1328.08,287.19,136.65
O001534,6061.88,1086.18,1132.38,539.56,97.15
O001535,3275.74,889.78,716.56,123.4,99.6
O001536,4620.1,744.91,651.96,145.29,124.5
O001537,7378.66,1889.26,1102.37,247.97,106.15
O001538,5582.11,1429.02,1236.77,283.59,91.76
O001539,6218.77,1736.51,1387.78,498.93,138.3
O001540,5621.5,1062.46,1355.06,431.61,149.21
O001541,367.22,81.29,62.46,16.12,9.31
O001542,3028.51,601.18,645.52,343.94,136.39
O001543,324.21,66.0,70.46,35.81,15.47
O001544,9900.25,1754.37,1223.38,242.1,78.84
O001545,10806.07,2847.93,2473.54,404.4,422.88
O001546,9874.51,2559.97,2263.68,362.14,177.11
O001547,4621.74,1214.77,950.29,456.73,78.09
O001548,562.09,146.35,114.18,15.91,12.64
O001549,11432.68,2183.2,2152.15,623.2,431.42
O001550,5844.66,1457.92,897.76,190.45,66.76
O001551,2685.86,595.97,570.99,283.63,59.1
O001552,10079.74,2121.99,2479.33,724.21,309.16
O001553,3316.39,671.75,559.72,278.33,50.4
O001554,1326.2,292.58,257.1,50.62,33.67
O001555,7691.5,2212.77,1251.78,270.41,159.28
O001556,9081.34,1749.1,1657.2,218.62,86.49
O001557,939.5,181.69,195.48,90.24,37.71
O001558,5631.38,1309.92,1394.33,502.98,80.84
O001559,1222.54,319.83,230.56,101.29,28.43
O001560,4944.54,1010.35,805.96,233.6,196.88
O001561,671.32,161.04,134.55,37.61,10.88
O001562,7560.99,1601.09,1367.4,695.09,149.98
O001563,4641.61,1130.05,749.86,139.78,149.81
O001564,10389.41,1883.69,2037.48,730.98,331.68
O001565,3649.33,893.62,799.09,106.86,103.89
O001566,6297.34,1286.28,1450.59,409.98,259.69
O001567,12524.82,3373.38,2171.13,553.85,317.99
O001568,4293.73,971.1,1018.17,298.02,73.35
O001569,9001.73,2050.99,1795.27,597.0,148.9
O001570,3653.76,660.26,700.74,239.31,52.66
O001571,484.79,108.28,95.73,24.37,14.01
O001572,10037.56,2080.77,1664.45,360.01,154.0
O001573,13704.36,2048.25,2183.22,375.98,204.04
O001574,18962.1,4691.12,4676.39,1824.59,669.11
O001575,3778.45,852.15,606.32,246.6,119.59
O001576,7136.89,1439.3,1426.21,511.73,106.13
O001577,11692.74,2623.5,2310.79,524.94,149.64
O001578,6113.81,1390.36,1077.72,304.86,122.74
O001579,5689.75,1518.05,1240.15,440.6,123.74
O001580,3248.72,638.81,691.96,220.97,119.84
O001581,9067.62,1735.73,1514.46,860.09,175.95
