order_id,order_date,customer_id,product_id,quantity,unit_price,order_status,sales_person,channel,product_name,category,unit_cost,standard_price,supplier,customer_name,region,province,customer_type,credit_level,material_cost,labor_cost,manufacturing_cost,logistics_cost,other_cost,revenue,total_cost,profit,gross_margin_rate,order_month
O001089,2025-08-11,C0035,P1013,17,175.36,已完成,赵磊,展会线索,CNC定制件,机加工件,138,172.93,南通华科,江苏客户035,华东,浙江,终端工厂,A,1610.06,341.11,252.25,115.09,24.19,2981.1200000000003,2342.7000000000003,638.4200000000001,0.21415441176470587,2025-08
O001090,2025-09-01,C0036,P1011,40,491.13,已完成,张伟,直销,铝合金支架,机加工件,393,502.7,无锡智造,北京客户036,华北,河北,终端工厂,C,10546.57,2175.2,2450.77,451.64,221.97,19645.2,15846.15,3799.050000000001,0.19338311648647002,2025-09
O001091,2025-03-14,C0075,P1010,8,626.64,已完成,张伟,老客户复购,联轴器套件,传动部件,456,621.63,上海工控,江苏客户075,华东,上海,终端工厂,A,2611.78,507.52,505.89,130.77,33.39,5013.12,3789.35,1223.77,0.24411344631686455,2025-03
O001092,2025-10-26,C0107,P1005,13,1389.14,已完成,陈敏,老客户复购,PLC控制器标准版,控制器类,980,1458.49,苏州精工,安徽客户107,华东,安徽,经销商,B,8698.3,2229.01,1619.94,666.66,255.23,18058.82,13469.14,4589.68,0.2541517109091292,2025-10
O001093,2025-09-30,C0118,P1002,4,999.82,已完成,张伟,直销,伺服电机B型,电机类,690,1040.91,南通华科,浙江客户118,华东,浙江,终端工厂,B,1825.76,433.03,318.94,112.9,46.53,3999.28,2737.1600000000003,1262.12,0.31558680562501246,2025-09
O001094,2025-03-30,C0062,P1009,37,676.18,已完成,张伟,老客户复购,同步带轮组件,传动部件,565,711.1,南通华科,浙江客户062,华东,上海,经销商,C,14767.31,2945.51,2887.15,562.15,219.88,25018.66,21382.000000000004,3636.659999999996,0.14535790485981248,2025-03
O001095,2025-08-28,C0099,P1008,43,688.83,已完成,刘洋,老客户复购,精密齿轮箱,传动部件,523,743.47,上海工控,广西客户099,华南,福建,设备集成商,B,15401.43,3727.3,2872.45,791.69,552.53,29619.690000000002,23345.399999999998,6274.2900000000045,0.2118283479671801,2025-08
O001096,2025-12-05,C0045,P1002,10,967.35,已完成,张伟,直销,伺服电机B型,电机类,690,1040.91,南通华科,安徽客户045,华东,江苏,设备集成商,A,4371.71,1126.38,975.73,378.8,184.1,9673.5,7036.72,2636.7799999999997,0.2725776606192174,2025-12
O001097,2025-09-18,C0032,P1006,7,2264.09,已完成,张伟,直销,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,天津客户032,华北,天津,设备集成商,B,8598.58,1713.88,1504.27,454.68,86.57,15848.630000000001,12357.98,3490.6500000000015,0.22024932123470617,2025-09
O001098,2025-10-23,C0104,P1012,29,368.52,已完成,刘洋,经销,不锈钢轴套,机加工件,315,371.9,南通华科,安徽客户104,华东,安徽,终端工厂,B,6498.19,1136.51,1297.06,433.42,188.69,10687.08,9553.87,1133.2099999999991,0.1060355120388356,2025-10
O001099,2025-02-16,C0114,P1004,11,708.4,已完成,陈敏,老客户复购,减速电机C型,电机类,541,716.52,苏州精工,江苏客户114,华东,安徽,终端工厂,B,4018.93,973.08,703.19,320.23,79.1,7792.4,6094.530000000001,1697.869999999999,0.21788794209742815,2025-02
O001100,2025-08-09,C0104,P1002,14,1010.6,已完成,张伟,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,安徽客户104,华东,安徽,终端工厂,B,8969.8,1253.9,1149.01,459.21,235.4,14148.4,12067.319999999998,2081.0800000000017,0.14708942353905755,2025-08
O001101,2025-04-13,C0007,P1008,33,723.48,已完成,李娜,直销,精密齿轮箱,传动部件,523,743.47,上海工控,福建客户007,华南,广西,终端工厂,A,11064.26,2220.44,2040.67,762.36,312.4,23874.84,16400.13,7474.709999999999,0.31307895675950076,2025-04
O001102,2025-09-27,C0081,P1006,14,2136.19,已完成,陈敏,老客户复购,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,安徽客户081,华东,江苏,经销商,B,16454.85,3966.19,3118.97,1439.15,266.6,29906.66,25245.76,4660.9000000000015,0.15584822912354646,2025-09
O001103,2025-06-04,C0100,P1001,7,784.92,已完成,刘洋,展会线索,伺服电机A型,电机类,522,799.93,南通华科,福建客户100,华南,广东,设备集成商,A,2494.72,572.52,427.13,161.59,57.59,5494.44,3713.55,1780.8899999999994,0.3241258435800554,2025-06
O001104,2025-06-06,C0054,P1013,24,172.33,已完成,刘洋,经销,CNC定制件,机加工件,138,172.93,南通华科,天津客户054,华北,北京,终端工厂,A,2110.57,492.29,408.04,87.85,48.59,4135.92,3147.34,988.5799999999999,0.23902299851060946,2025-06
O001105,2025-02-25,C0006,P1011,15,451.97,已完成,刘洋,直销,铝合金支架,机加工件,393,502.7,无锡智造,福建客户006,华南,广东,经销商,B,3903.58,753.86,635.9,255.34,105.75,6779.55,5654.429999999999,1125.1200000000008,0.16595791756090017,2025-02
O001106,2025-07-17,C0001,P1012,24,352.25,退货,李娜,直销,不锈钢轴套,机加工件,315,371.9,南通华科,广东客户001,华南,广西,终端工厂,B,5398.73,946.67,809.46,142.14,109.76,8454.0,7406.76,1047.2399999999998,0.12387508871540097,2025-07
O001107,2025-05-08,C0044,P1005,4,1387.16,已完成,赵磊,展会线索,PLC控制器标准版,控制器类,980,1458.49,苏州精工,安徽客户044,华东,安徽,终端工厂,A,2674.52,565.31,579.67,216.59,109.79,5548.64,4145.88,1402.7600000000002,0.2528114997548949,2025-05
O001108,2025-07-21,C0106,P1004,13,668.31,已完成,刘洋,展会线索,减速电机C型,电机类,541,716.52,苏州精工,河北客户106,华北,天津,经销商,C,4457.44,868.57,819.26,136.11,164.98,8688.029999999999,6446.359999999999,2241.67,0.2580182158671184,2025-07
O001109,2025-02-28,C0107,P1008,43,688.0,已完成,陈敏,老客户复购,精密齿轮箱,传动部件,523,743.47,上海工控,安徽客户107,华东,安徽,经销商,B,14626.74,3444.1,2678.08,698.28,215.53,29584.0,21662.729999999996,7921.270000000004,0.26775520551649556,2025-02
O001110,2025-02-25,C0103,P1011,8,477.34,已完成,刘洋,经销,铝合金支架,机加工件,393,502.7,无锡智造,上海客户103,华东,上海,终端工厂,A,2050.0,493.37,497.69,131.87,49.61,3818.72,3222.54,596.1799999999998,0.15612037541375118,2025-02
O001111,2025-08-22,C0109,P1010,31,594.4,已完成,陈敏,直销,联轴器套件,传动部件,456,621.63,上海工控,浙江客户109,华东,安徽,经销商,B,8814.17,2408.86,1451.63,860.85,241.02,18426.399999999998,13776.53,4649.869999999997,0.2523482611904657,2025-08
O001112,2025-03-02,C0107,P1001,3,734.02,已完成,陈敏,直销,伺服电机A型,电机类,522,799.93,南通华科,安徽客户107,华东,安徽,经销商,B,997.3,230.36,250.09,56.54,19.91,2202.06,1554.1999999999998,647.8600000000001,0.2942063340690082,2025-03
O001113,2025-10-20,C0117,P1008,18,639.87,已完成,刘洋,老客户复购,精密齿轮箱,传动部件,523,743.47,上海工控,上海客户117,华东,安徽,经销商,B,5947.77,1466.97,991.8,481.56,216.4,11517.66,9104.5,2413.16,0.20951825283955247,2025-10
O001114,2025-07-11,C0006,P1010,3,599.32,已完成,刘洋,经销,联轴器套件,传动部件,456,621.63,上海工控,福建客户006,华南,广东,经销商,B,975.64,173.02,182.62,33.08,24.42,1797.96,1388.7800000000002,409.17999999999984,0.22758014638812868,2025-07
O001115,2025-03-30,C0049,P1003,10,1453.55,退货,刘洋,老客户复购,步进电机A型,电机类,1120,1636.22,常州机电,江苏客户049,华东,山东,经销商,C,7856.78,1705.39,1706.02,625.88,132.97,14535.5,12027.039999999999,2508.460000000001,0.1725747308314128,2025-03
O001116,2025-02-01,C0067,P1003,3,1614.4,已完成,刘洋,直销,步进电机A型,电机类,1120,1636.22,常州机电,福建客户067,华南,广东,终端工厂,A,2294.91,404.69,415.84,112.99,92.3,4843.200000000001,3320.73,1522.4700000000007,0.31435208126858283,2025-02
O001117,2025-05-15,C0112,P1003,11,1677.07,已完成,刘洋,经销,步进电机A型,电机类,1120,1636.22,常州机电,广东客户112,华南,福建,终端工厂,A,8137.84,1961.88,1773.08,775.96,295.84,18447.77,12944.600000000002,5503.169999999998,0.29831085274805563,2025-05
O001118,2025-01-17,C0063,P1004,9,713.48,已完成,刘洋,展会线索,减速电机C型,电机类,541,716.52,苏州精工,福建客户063,华南,广东,终端工厂,A,3159.57,784.71,647.29,230.58,32.19,6421.32,4854.339999999999,1566.9800000000005,0.2440277076987287,2025-01
O001119,2025-10-10,C0041,P1001,4,763.61,已完成,赵磊,直销,伺服电机A型,电机类,522,799.93,南通华科,福建客户041,华南,广东,终端工厂,A,1348.48,367.16,245.14,92.64,23.82,3054.44,2077.2400000000002,977.1999999999998,0.3199277117900498,2025-10
O001120,2025-05-27,C0119,P1015,31,78.15,已完成,李娜,展会线索,传感器支架,配套耗材,70,84.31,苏州精工,北京客户119,华北,北京,设备集成商,A,1375.48,287.57,289.08,114.27,23.97,2422.65,2090.37,332.2800000000002,0.13715559408086195,2025-05
O001121,2025-12-22,C0048,P1003,8,1504.0,已完成,李娜,直销,步进电机A型,电机类,1120,1636.22,常州机电,江苏客户048,华东,山东,经销商,A,5844.97,1378.48,1087.78,563.87,128.35,12032.0,9003.450000000003,3028.5499999999975,0.2517079454787232,2025-12
O001122,2025-07-08,C0014,P1011,44,482.8,已完成,王强,经销,铝合金支架,机加工件,393,502.7,无锡智造,江苏客户014,华东,上海,设备集成商,B,11569.11,2628.44,2540.61,737.92,182.42,21243.2,17658.499999999996,3584.7000000000044,0.1687457633501546,2025-07
O001123,2025-11-09,C0033,P1003,13,1624.75,已完成,王强,直销,步进电机A型,电机类,1120,1636.22,常州机电,江苏客户033,华东,浙江,终端工厂,B,9207.73,2566.44,2156.25,333.8,365.89,21121.75,14630.109999999999,6491.640000000001,0.30734385171683226,2025-11
O001124,2025-04-14,C0094,P1013,4,173.25,已完成,赵磊,展会线索,CNC定制件,机加工件,138,172.93,南通华科,安徽客户094,华东,安徽,终端工厂,A,374.84,83.43,55.61,29.33,5.52,693.0,548.73,144.26999999999998,0.20818181818181816,2025-04
O001125,2025-03-21,C0003,P1005,7,1456.28,已完成,李娜,直销,PLC控制器标准版,控制器类,980,1458.49,苏州精工,上海客户003,华东,安徽,终端工厂,A,4752.6,829.73,1013.78,161.13,87.04,10193.96,6844.28,3349.6799999999994,0.32859457953533266,2025-03
O001126,2025-02-16,C0067,P1011,18,479.89,已完成,赵磊,展会线索,铝合金支架,机加工件,393,502.7,无锡智造,福建客户067,华南,广东,终端工厂,A,4575.66,915.73,911.58,215.34,171.89,8638.02,6790.2,1847.8200000000006,0.21391707821931422,2025-02
O001127,2025-11-01,C0038,P1010,14,616.36,已完成,陈敏,展会线索,联轴器套件,传动部件,456,621.63,上海工控,江苏客户038,华东,安徽,终端工厂,A,4328.33,983.06,723.0,252.87,59.19,8629.04,6346.449999999999,2282.590000000002,0.2645242112679976,2025-11
O001128,2025-02-28,C0081,P1016,64,88.21,已完成,陈敏,直销,密封圈套装,配套耗材,83,101.3,苏州精工,安徽客户081,华东,江苏,经销商,B,3698.5,742.99,770.87,158.13,111.96,5645.44,5482.45,162.98999999999978,0.02887108887881189,2025-02
O001129,2025-02-14,C0032,P1013,23,160.81,已完成,陈敏,直销,CNC定制件,机加工件,138,172.93,南通华科,天津客户032,华北,天津,设备集成商,B,2022.19,381.17,430.68,178.84,54.39,3698.63,3067.27,631.3600000000001,0.17070104335929792,2025-02
O001130,2025-04-23,C0011,P1011,42,443.66,已完成,张伟,直销,铝合金支架,机加工件,393,502.7,无锡智造,上海客户011,华东,上海,经销商,A,10375.22,2515.99,2551.32,283.75,139.82,18633.72,15866.099999999999,2767.6200000000026,0.14852750819482113,2025-04
O001131,2025-04-26,C0057,P1005,17,1442.14,已完成,赵磊,老客户复购,PLC控制器标准版,控制器类,980,1458.49,苏州精工,浙江客户057,华东,上海,设备集成商,C,11686.26,2892.75,2372.88,1218.58,155.76,24516.38,18326.23,6190.1500000000015,0.25249037582220546,2025-04
O001132,2025-01-23,C0036,P1007,12,1061.46,已完成,赵磊,经销,变频控制器A型,控制器类,780,1044.88,南通华科,北京客户036,华北,河北,终端工厂,C,6313.95,1507.89,1330.61,544.81,239.01,12737.52,9936.27,2801.25,0.21992114634559945,2025-01
O001133,2025-03-30,C0035,P1002,4,1020.68,已完成,陈敏,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,江苏客户035,华东,浙江,终端工厂,A,1811.01,338.31,336.02,157.21,33.49,4082.72,2676.04,1406.6799999999998,0.3445448132617471,2025-03
O001134,2025-06-25,C0086,P1008,25,683.63,已完成,张伟,经销,精密齿轮箱,传动部件,523,743.47,上海工控,云南客户086,西南,云南,设备集成商,B,9165.54,1741.41,1315.39,560.28,271.69,17090.75,13054.310000000001,4036.4399999999987,0.2361768793060573,2025-06
O001135,2025-10-09,C0054,P1004,11,729.72,已完成,王强,展会线索,减速电机C型,电机类,541,716.52,苏州精工,天津客户054,华北,北京,终端工厂,A,3897.7,981.52,751.64,168.65,51.04,8026.92,5850.549999999999,2176.370000000001,0.27113388447872916,2025-10
O001136,2025-09-01,C0029,P1004,17,728.06,已完成,王强,展会线索,减速电机C型,电机类,541,716.52,苏州精工,云南客户029,西南,四川,终端工厂,B,6355.67,1316.49,1423.39,419.69,126.57,12377.019999999999,9641.81,2735.209999999999,0.22099099783308093,2025-09
O001137,2025-02-13,C0046,P1005,17,1480.51,已完成,刘洋,经销,PLC控制器标准版,控制器类,980,1458.49,苏州精工,湖南客户046,华中,湖南,终端工厂,C,10910.62,2130.59,2259.55,890.36,427.87,25168.67,16618.99,8549.679999999997,0.3396953434567658,2025-02
O001138,2025-06-10,C0099,P1001,16,775.84,已完成,王强,老客户复购,伺服电机A型,电机类,522,799.93,南通华科,广西客户099,华南,福建,设备集成商,B,5346.28,1147.96,883.93,314.52,141.78,12413.44,7834.47,4578.97,0.36887196458032584,2025-06
O001139,2025-02-21,C0081,P1001,13,720.86,已完成,王强,直销,伺服电机A型,电机类,522,799.93,南通华科,安徽客户081,华东,江苏,经销商,B,4861.51,1080.22,997.35,247.33,67.17,9371.18,7253.580000000001,2117.5999999999995,0.22596940833491613,2025-02
O001140,2025-03-28,C0087,P1004,2,700.67,已完成,李娜,展会线索,减速电机C型,电机类,541,716.52,苏州精工,山东客户087,华东,江苏,终端工厂,A,698.62,146.49,146.06,37.77,25.03,1401.34,1053.97,347.3699999999999,0.24788416801061836,2025-03
O001141,2025-11-23,C0014,P1006,7,2431.56,已完成,刘洋,展会线索,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,江苏客户014,华东,上海,设备集成商,B,8921.7,1744.96,1766.13,647.0,134.75,17020.92,13214.54,3806.3799999999974,0.22362951003823517,2025-11
O001142,2025-05-12,C0102,P1002,5,1052.69,已完成,赵磊,经销,伺服电机B型,电机类,690,1040.91,南通华科,北京客户102,华北,天津,终端工厂,C,2455.71,455.28,497.55,142.99,55.3,5263.450000000001,3606.83,1656.6200000000008,0.314740331911579,2025-05
O001143,2025-02-08,C0040,P1009,35,680.33,已完成,陈敏,经销,同步带轮组件,传动部件,565,711.1,南通华科,浙江客户040,华东,江苏,终端工厂,A,13161.15,3398.74,2143.91,402.65,262.66,23811.550000000003,19369.11,4442.440000000002,0.18656660318206927,2025-02
O001144,2025-09-05,C0015,P1009,33,631.96,已完成,李娜,老客户复购,同步带轮组件,传动部件,565,711.1,南通华科,北京客户015,华北,河北,经销商,C,11663.54,3006.62,2715.08,936.69,336.96,20854.68,18658.889999999996,2195.7900000000045,0.10529003561790469,2025-09
O001145,2025-05-11,C0040,P1011,44,497.89,已完成,陈敏,直销,铝合金支架,机加工件,393,502.7,无锡智造,浙江客户040,华东,江苏,终端工厂,A,12305.59,2851.42,2700.4,476.68,273.79,21907.16,18607.88,3299.279999999999,0.15060281661338115,2025-05
O001146,2025-08-14,C0071,P1008,15,663.67,已取消,刘洋,直销,精密齿轮箱,传动部件,523,743.47,上海工控,湖北客户071,华中,湖北,经销商,A,5643.64,1262.22,1198.08,159.92,179.95,9955.05,8443.810000000001,1511.239999999998,0.15180636963149338,2025-08
O001147,2025-03-30,C0028,P1007,7,1002.26,已完成,陈敏,展会线索,变频控制器A型,控制器类,780,1044.88,南通华科,广东客户028,华南,广东,经销商,B,3766.15,711.14,554.41,169.06,131.45,7015.82,5332.21,1683.6099999999997,0.23997337445943592,2025-03
O001148,2025-10-08,C0024,P1001,14,782.02,已完成,赵磊,经销,伺服电机A型,电机类,522,799.93,南通华科,广东客户024,华南,广西,终端工厂,B,5019.23,1280.13,926.43,523.13,130.77,10948.279999999999,7879.6900000000005,3068.5899999999983,0.28028055548451436,2025-10
O001149,2025-01-17,C0095,P1004,3,680.32,已取消,张伟,直销,减速电机C型,电机类,541,716.52,苏州精工,北京客户095,华北,天津,终端工厂,B,1039.41,209.5,259.08,54.46,15.1,2040.96,1577.55,463.4100000000001,0.22705491533396052,2025-01
O001150,2025-09-21,C0065,P1004,1,636.24,已完成,陈敏,展会线索,减速电机C型,电机类,541,716.52,苏州精工,安徽客户065,华东,山东,经销商,B,335.87,74.19,82.96,21.44,9.22,636.24,523.6800000000001,112.55999999999995,0.17691437193511875,2025-09
O001151,2025-04-20,C0081,P1002,1,944.22,已取消,李娜,经销,伺服电机B型,电机类,690,1040.91,南通华科,安徽客户081,华东,江苏,经销商,B,491.44,104.03,103.7,24.87,18.56,944.22,742.6,201.62,0.2135307449535066,2025-04
O001152,2025-11-24,C0008,P1013,24,166.4,已完成,李娜,直销,CNC定制件,机加工件,138,172.93,南通华科,天津客户008,华北,北京,设备集成商,C,2079.54,541.48,462.47,86.7,43.26,3993.6000000000004,3213.45,780.1500000000005,0.19535006009615397,2025-11
O001153,2025-02-02,C0091,P1001,4,756.52,已完成,赵磊,老客户复购,伺服电机A型,电机类,522,799.93,南通华科,广东客户091,华南,广东,经销商,A,1359.88,262.4,282.06,150.63,40.53,3026.08,2095.5000000000005,930.5799999999995,0.3075199598159994,2025-02
O001154,2025-04-07,C0081,P1006,9,2307.96,已完成,陈敏,展会线索,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,安徽客户081,华东,江苏,经销商,B,10763.41,1953.44,1728.99,684.69,410.81,20771.64,15541.34,5230.299999999999,0.25180005045340664,2025-04
O001155,2025-10-28,C0051,P1011,35,475.89,退货,刘洋,经销,铝合金支架,机加工件,393,502.7,无锡智造,广西客户051,华南,广东,终端工厂,C,9733.87,1931.37,1823.64,572.05,254.51,16656.149999999998,14315.44,2340.7099999999973,0.14053127523467293,2025-10
O001156,2025-03-21,C0109,P1002,8,1019.77,已完成,王强,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,浙江客户109,华东,安徽,经销商,B,3802.06,923.98,560.27,391.83,49.36,8158.16,5727.499999999999,2430.6600000000008,0.2979421830412741,2025-03
O001157,2025-06-17,C0023,P1012,33,359.64,已完成,李娜,经销,不锈钢轴套,机加工件,315,371.9,南通华科,江苏客户023,华东,浙江,设备集成商,B,6939.87,1820.94,1343.66,204.46,100.15,11868.119999999999,10409.079999999998,1459.0400000000009,0.12293775256738228,2025-06
O001158,2025-09-29,C0094,P1013,43,165.84,已完成,刘洋,老客户复购,CNC定制件,机加工件,138,172.93,南通华科,安徽客户094,华东,安徽,终端工厂,A,4022.46,743.36,744.25,189.1,122.86,7131.12,5822.03,1309.0900000000001,0.1835742492062958,2025-09
O001159,2025-12-11,C0103,P1007,16,1024.36,已完成,赵磊,老客户复购,变频控制器A型,控制器类,780,1044.88,南通华科,上海客户103,华东,上海,终端工厂,A,7875.04,2008.88,1552.45,583.0,132.48,16389.76,12151.85,4237.909999999998,0.25857059529852777,2025-12
O001160,2025-03-05,C0117,P1003,5,1550.39,已完成,赵磊,经销,步进电机A型,电机类,1120,1636.22,常州机电,上海客户117,华东,安徽,经销商,B,3813.43,898.46,583.6,339.94,138.91,7751.950000000001,5774.339999999999,1977.6100000000015,0.2551112945774936,2025-03
O001161,2025-08-02,C0079,P1014,114,36.19,已完成,赵磊,老客户复购,工业线缆,配套耗材,34,41.43,南通华科,安徽客户079,华东,浙江,经销商,A,2427.75,605.4,525.74,63.68,41.81,4125.66,3664.38,461.27999999999975,0.11180756533500089,2025-08
O001162,2025-06-22,C0074,P1005,3,1480.96,已完成,刘洋,经销,PLC控制器标准版,控制器类,980,1458.49,苏州精工,安徽客户074,华东,浙江,终端工厂,B,2107.66,450.78,458.62,171.71,24.11,4442.88,3212.8799999999997,1230.0000000000005,0.27684745030250657,2025-06
O001163,2025-08-30,C0076,P1001,10,719.88,退货,刘洋,经销,伺服电机A型,电机类,522,799.93,南通华科,浙江客户076,华东,浙江,经销商,A,4318.22,852.59,695.69,140.02,102.3,7198.8,6108.820000000001,1089.9799999999996,0.1514113463355003,2025-08
O001164,2025-05-08,C0027,P1012,19,366.81,已完成,刘洋,老客户复购,不锈钢轴套,机加工件,315,371.9,南通华科,浙江客户027,华东,浙江,终端工厂,A,4161.36,806.6,691.22,340.62,127.62,6969.39,6127.42,841.9700000000003,0.12080971218428015,2025-05
O001165,2025-09-15,C0095,P1001,11,810.42,已完成,王强,展会线索,伺服电机A型,电机类,522,799.93,南通华科,北京客户095,华北,天津,终端工厂,B,3742.83,972.94,629.92,195.14,68.8,8914.619999999999,5609.630000000001,3304.989999999998,0.3707381806515587,2025-09
O001166,2025-09-17,C0014,P1011,43,483.67,已完成,刘洋,展会线索,铝合金支架,机加工件,393,502.7,无锡智造,江苏客户014,华东,上海,设备集成商,B,10625.62,2894.47,2276.78,500.47,368.74,20797.81,16666.08,4131.73,0.19866178217802735,2025-09
O001167,2025-03-10,C0037,P1004,6,671.48,已完成,赵磊,老客户复购,减速电机C型,电机类,541,716.52,苏州精工,福建客户037,华南,广东,经销商,B,2273.06,409.18,450.05,162.22,63.4,4028.88,3357.91,670.9700000000003,0.16654008061793854,2025-03
O001168,2025-10-20,C0043,P1012,10,356.2,已完成,陈敏,直销,不锈钢轴套,机加工件,315,371.9,南通华科,广东客户043,华南,广东,设备集成商,B,2180.79,410.03,374.55,158.67,65.81,3562.0,3189.85,372.1500000000001,0.1044778214486244,2025-10
O001169,2025-12-19,C0117,P1001,8,738.8,已完成,张伟,展会线索,伺服电机A型,电机类,522,799.93,南通华科,上海客户117,华东,安徽,经销商,B,2705.71,506.89,633.02,166.66,58.76,5910.4,4071.04,1839.3599999999997,0.3112073632918245,2025-12
O001170,2025-08-20,C0090,P1007,11,998.12,已完成,刘洋,直销,变频控制器A型,控制器类,780,1044.88,南通华科,河北客户090,华北,北京,终端工厂,B,7556.21,1243.6,1052.73,382.36,67.9,10979.32,10302.8,676.5200000000004,0.06161765938145536,2025-08
O001171,2025-11-26,C0090,P1002,3,1034.01,已完成,李娜,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,河北客户090,华北,北京,终端工厂,B,1477.25,364.45,316.21,118.22,25.8,3102.0299999999997,2301.93,800.0999999999999,0.2579278730379784,2025-11
O001172,2025-04-25,C0103,P1014,106,39.98,已完成,李娜,直销,工业线缆,配套耗材,34,41.43,南通华科,上海客户103,华东,上海,终端工厂,A,2252.31,453.96,430.46,138.31,84.33,4237.88,3359.37,878.5100000000002,0.20729940441919079,2025-04
O001173,2025-04-01,C0067,P1011,41,473.94,已完成,王强,经销,铝合金支架,机加工件,393,502.7,无锡智造,福建客户067,华南,广东,终端工厂,A,10691.69,2440.78,2283.36,414.39,369.05,19431.54,16199.27,3232.2700000000004,0.16634142224445414,2025-04
O001174,2025-07-30,C0003,P1002,13,1012.81,已完成,张伟,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,上海客户003,华东,安徽,终端工厂,A,6035.94,1225.08,1400.28,485.72,161.36,13166.529999999999,9308.38,3858.1499999999996,0.29302709217994416,2025-07
O001175,2025-04-22,C0008,P1002,6,1039.4,已完成,张伟,经销,伺服电机B型,电机类,690,1040.91,南通华科,天津客户008,华北,北京,设备集成商,C,2806.98,682.68,452.39,282.32,120.94,6236.400000000001,4345.3099999999995,1891.090000000001,0.30323423770123803,2025-04
O001176,2025-11-02,C0050,P1003,16,1671.03,已完成,赵磊,展会线索,步进电机A型,电机类,1120,1636.22,常州机电,广东客户050,华南,广西,终端工厂,A,12126.46,2883.98,2716.49,751.79,531.85,26736.48,19010.57,7725.91,0.2889651143306823,2025-11
O001177,2025-03-16,C0085,P1007,8,999.08,已完成,刘洋,老客户复购,变频控制器A型,控制器类,780,1044.88,南通华科,浙江客户085,华东,山东,终端工厂,A,4293.43,907.55,877.6,265.83,53.35,7992.64,6397.760000000001,1594.8799999999992,0.19954358009368608,2025-03
O001178,2025-12-02,C0106,P1008,28,698.74,已完成,张伟,展会线索,精密齿轮箱,传动部件,523,743.47,上海工控,河北客户106,华北,天津,经销商,C,10244.75,2253.16,2163.66,399.55,255.82,19564.72,15316.939999999999,4247.7800000000025,0.21711427508290446,2025-12
O001179,2025-04-22,C0082,P1002,9,900.98,已完成,刘洋,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,河北客户082,华北,河北,经销商,A,4326.27,1113.44,950.53,366.94,70.64,8108.82,6827.820000000001,1280.999999999999,0.1579761296958126,2025-04
O001180,2025-10-25,C0081,P1002,9,1006.27,已取消,张伟,直销,伺服电机B型,电机类,690,1040.91,南通华科,安徽客户081,华东,江苏,经销商,B,4370.59,808.27,694.81,170.75,161.78,9056.43,6206.2,2850.2300000000005,0.3147189345028891,2025-10
O001181,2025-06-19,C0091,P1004,6,617.46,已完成,李娜,展会线索,减速电机C型,电机类,541,716.52,苏州精工,广东客户091,华南,广东,经销商,A,2047.66,416.42,372.49,129.83,67.44,3704.76,3033.8399999999997,670.9200000000005,0.18109675120655602,2025-06
O001182,2025-09-26,C0048,P1011,9,449.37,已完成,刘洋,老客户复购,铝合金支架,机加工件,393,502.7,无锡智造,江苏客户048,华东,山东,经销商,A,2340.87,540.37,389.03,98.31,28.35,4044.33,3396.9299999999994,647.4000000000005,0.16007595819332265,2025-09
O001183,2025-09-26,C0087,P1007,1,1010.26,已完成,赵磊,经销,变频控制器A型,控制器类,780,1044.88,南通华科,山东客户087,华东,江苏,终端工厂,A,515.57,121.23,91.29,45.07,19.92,1010.26,793.08,217.17999999999995,0.21497436303525821,2025-09
O001184,2025-07-21,C0042,P1012,37,364.22,已完成,李娜,老客户复购,不锈钢轴套,机加工件,315,371.9,南通华科,重庆客户042,西南,云南,终端工厂,B,7366.14,1411.09,1717.79,292.06,138.77,13476.140000000001,10925.85,2550.290000000001,0.18924484310789297,2025-07
O001185,2025-08-16,C0107,P1001,8,726.3,已完成,刘洋,直销,伺服电机A型,电机类,522,799.93,南通华科,安徽客户107,华东,安徽,经销商,B,3342.85,730.78,582.68,95.41,30.34,5810.4,4782.06,1028.3399999999992,0.17698265179677808,2025-08
O001186,2025-09-10,C0082,P1006,1,2292.31,已完成,李娜,直销,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,河北客户082,华北,河北,经销商,A,1155.67,264.3,266.43,59.64,24.41,2292.31,1770.4500000000003,521.8599999999997,0.22765681779514974,2025-09
O001187,2025-08-15,C0019,P1013,25,166.65,已完成,陈敏,老客户复购,CNC定制件,机加工件,138,172.93,南通华科,湖北客户019,华中,河南,终端工厂,B,2252.62,415.86,542.73,82.76,38.81,4166.25,3332.78,833.4699999999998,0.20005280528052802,2025-08
O001188,2025-08-22,C0039,P1002,5,926.11,已完成,李娜,经销,伺服电机B型,电机类,690,1040.91,南通华科,湖北客户039,华中,河南,经销商,B,2584.97,515.54,537.96,85.78,53.78,4630.55,3778.03,852.52,0.18410771938538617,2025-08
